source_title,Category
British Journal of Psychology,General Psychology
Journal of Experimental Psychology: General,General Psychology
Human Relations,General Social Sciences
Behaviour and Information Technology,General Social Sciences
Geography Compass,General Social Sciences
Disasters,General Social Sciences
Journal of Risk Research,General Social Sciences
Journal of Industrial Ecology,General Social Sciences
Current Opinion in Environmental Sustainability,General Social Sciences
Regional Studies,General Social Sciences
Policy Sciences,General Social Sciences
International Regional Science Review,General Social Sciences
Journal of European Social Policy,General Social Sciences
Natural Hazards Review,General Social Sciences
Quality and Quantity,General Social Sciences
Journal of Social Issues,General Social Sciences
Social Science Computer Review,General Social Sciences
Sociological Science,General Social Sciences
JASSS,General Social Sciences
Scientometrics,General Social Sciences
International Journal of Social Research Methodology: Theory and Practice,General Social Sciences
"Theory, Culture and Society",General Social Sciences
Simulation and Gaming,General Social Sciences
Medical and Veterinary Entomology,General Veterinary
Veterinary Journal,General Veterinary
Journal of Medical Entomology,General Veterinary
Vaccine,General Veterinary
Journal of Zhejiang University: Science B,General Veterinary
Transboundary and Emerging Diseases,General Veterinary
Veterinary Microbiology,General Veterinary
Veterinary Parasitology,General Veterinary
Zoonoses and Public Health,General Veterinary
Veterinary Quarterly,General Veterinary
Veterinary Research,General Veterinary
Journal of Veterinary Behavior: Clinical Applications and Research,General Veterinary
Veterinary and Comparative Oncology,General Veterinary
International Journal of Veterinary Science and Medicine,General Veterinary
Journal of Veterinary Internal Medicine,General Veterinary
Veterinary Pathology,General Veterinary
Research in Veterinary Science,General Veterinary
Nature Reviews Genetics,Genetics
Nature Genetics,Genetics
Cell Stem Cell,Genetics
Nucleic Acids Research,Genetics
Annual Review of Genetics,Genetics
Trends in Genetics,Genetics
Oncogene,Genetics
Signal Transduction and Targeted Therapy,Genetics
Annual Review of Genomics and Human Genetics,Genetics
Biochimica et Biophysica Acta - Reviews on Cancer,Genetics
Current Opinion in Genetics and Development,Genetics
Molecular Oncology,Genetics
Genome Research,Genetics (clinical)
American Journal of Human Genetics,Genetics (clinical)
Genome Medicine,Genetics (clinical)
Journal of Medical Genetics,Genetics (clinical)
Human Molecular Genetics,Genetics (clinical)
Human Genetics,Genetics (clinical)
Genetics in Medicine,Genetics (clinical)
Egyptian Journal of Petroleum,Geochemistry and Petrology
Geochimica et Cosmochimica Acta,Geochemistry and Petrology
Nature Sustainability,"Geography, Planning and Development"
Ecosystem Services,"Geography, Planning and Development"
Land Use Policy,"Geography, Planning and Development"
Applied Geography,"Geography, Planning and Development"
"Aquaculture, Economics and Management","Geography, Planning and Development"
Journal of Travel Research,"Geography, Planning and Development"
Wiley Interdisciplinary Reviews: Climate Change,"Geography, Planning and Development"
Business Strategy and the Environment,"Geography, Planning and Development"
Climate Risk Management,"Geography, Planning and Development"
Current Issues in Tourism,"Geography, Planning and Development"
Journal of Sustainable Tourism,"Geography, Planning and Development"
Geo-Spatial Information Science,"Geography, Planning and Development"
Weather and Climate Extremes,"Geography, Planning and Development"
Earth Surface Processes and Landforms,"Geography, Planning and Development"
Tourism Geographies,"Geography, Planning and Development"
Transactions of the Institute of British Geographers,"Geography, Planning and Development"
Antipode,"Geography, Planning and Development"
Progress in Physical Geography,"Geography, Planning and Development"
Cartography and Geographic Information Science,"Geography, Planning and Development"
Annals of the American Association of Geographers,"Geography, Planning and Development"
International Journal of Tourism Research,"Geography, Planning and Development"
Geographical Journal,"Geography, Planning and Development"
Marine Resource Economics,"Geography, Planning and Development"
Socio-Economic Planning Sciences,"Geography, Planning and Development"
Global Environmental Change,"Geography, Planning and Development"
Sustainable Cities and Society,"Geography, Planning and Development"
Economic Geography,"Geography, Planning and Development"
Building and Environment,"Geography, Planning and Development"
Ambio,"Geography, Planning and Development"
Water Resources and Industry,"Geography, Planning and Development"
Environmental Science and Policy,"Geography, Planning and Development"
Environmental Impact Assessment Review,"Geography, Planning and Development"
Energy for Sustainable Development,"Geography, Planning and Development"
Journal of Economic Geography,"Geography, Planning and Development"
Journal of Transport Geography,"Geography, Planning and Development"
Geocarto International,"Geography, Planning and Development"
Journal of Flood Risk Management,"Geography, Planning and Development"
Environment and Planning D: Society and Space,"Geography, Planning and Development"
International Journal of Sustainable Transportation,"Geography, Planning and Development"
Landscape Ecology,"Geography, Planning and Development"
Environment and Planning A,"Geography, Planning and Development"
International Journal of Housing Policy,"Geography, Planning and Development"
International Journal of Sustainable Development and World Ecology,"Geography, Planning and Development"
International Journal of Sustainable Energy Planning and Management,"Geography, Planning and Development"
Sustainable and Resilient Infrastructure,"Geography, Planning and Development"
Groundwater for Sustainable Development,"Geography, Planning and Development"
Journal of Water Resources Planning and Management - ASCE,"Geography, Planning and Development"
Climate and Development,"Geography, Planning and Development"
Progress in Human Geography,"Geography, Planning and Development"
Progress in Planning,"Geography, Planning and Development"
Dialogues in Human Geography,"Geography, Planning and Development"
International Journal of Geographical Information Science,"Geography, Planning and Development"
Transport Policy,"Geography, Planning and Development"
Planning Theory,"Geography, Planning and Development"
Journal of Planning Literature,"Geography, Planning and Development"
Remote Sensing of Environment,Geology
Gondwana Research,Geology
Geochemical Perspectives,Geology
Geochemical Perspectives Letters,Geology
Applied Clay Science,Geology
GSA Today,Geology
Geology,Geology
Journal of Metamorphic Geology,Geology
Basin Research,Geology
Petroleum,Geology
Precambrian Research,Geology
Geothermics,Geology
Bulletin of the Geological Society of America,Geology
Ore Geology Reviews,Geology
Chemical Geology,Geology
Fractals,Geometry and Topology
Soft Computing,Geometry and Topology
Annals of PDE,Geometry and Topology
Journal of Fixed Point Theory and Applications,Geometry and Topology
Journal of Mathematical Imaging and Vision,Geometry and Topology
Reviews of Geophysics,Geophysics
Surveys in Geophysics,Geophysics
Earth and Planetary Science Letters,Geophysics
Geophysical Research Letters,Geophysics
